// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in D:\Nauka\Repos\EntityFramework-7\EntityFrameworkNews\FirstVsSingle\bin\Release\net7.0\90eae7c1-639f-4867-b383-c1ed1733c0eb
// command took 2,71s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in D:\Nauka\Repos\EntityFramework-7\EntityFrameworkNews\FirstVsSingle\bin\Release\net7.0\90eae7c1-639f-4867-b383-c1ed1733c0eb
// command took 17,59s and exited with 1
// start dotnet  build -c Release --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in D:\Nauka\Repos\EntityFramework-7\EntityFrameworkNews\FirstVsSingle\bin\Release\net7.0\90eae7c1-639f-4867-b383-c1ed1733c0eb
// command took 3,69s and exited with 0
// ***** Done, took 00:00:24 (24.39 sec)   *****
// Found 2 benchmarks:
//   OrderService.SingleOrDefault: DefaultJob
//   OrderService.FirstOrDefault: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Wysoka wydajność)
WorkloadPilot    5: 256 op, 13400.00 ns, 52.3438 ns/op
WorkloadPilot    6: 512 op, 29000.00 ns, 56.6406 ns/op
WorkloadPilot    7: 1024 op, 57300.00 ns, 55.9570 ns/op
WorkloadPilot    8: 2048 op, 107900.00 ns, 52.6855 ns/op
WorkloadPilot    9: 4096 op, 213400.00 ns, 52.0996 ns/op
WorkloadPilot   10: 8192 op, 502000.00 ns, 61.2793 ns/op
WorkloadPilot   11: 16384 op, 935800.00 ns, 57.1167 ns/op
WorkloadPilot   12: 32768 op, 2051300.00 ns, 62.6007 ns/op
WorkloadPilot   13: 65536 op, 3424000.00 ns, 52.2461 ns/op
WorkloadPilot   14: 131072 op, 8996800.00 ns, 68.6401 ns/op
WorkloadPilot   15: 262144 op, 17993300.00 ns, 68.6390 ns/op
WorkloadPilot   16: 524288 op, 38645700.00 ns, 73.7108 ns/op
WorkloadPilot   17: 1048576 op, 63185600.00 ns, 60.2585 ns/op
WorkloadPilot   18: 2097152 op, 59491500.00 ns, 28.3678 ns/op
WorkloadPilot   19: 4194304 op, 127873400.00 ns, 30.4874 ns/op
WorkloadPilot   20: 8388608 op, 257302200.00 ns, 30.6728 ns/op
WorkloadPilot   21: 16777216 op, 475258600.00 ns, 28.3276 ns/op
WorkloadPilot   22: 33554432 op, 948523200.00 ns, 28.2682 ns/op

OverheadWarmup   1: 33554432 op, 82131300.00 ns, 2.4477 ns/op
OverheadWarmup   2: 33554432 op, 84618400.00 ns, 2.5218 ns/op
OverheadWarmup   3: 33554432 op, 70296400.00 ns, 2.0950 ns/op
OverheadWarmup   4: 33554432 op, 57405900.00 ns, 1.7108 ns/op
OverheadWarmup   5: 33554432 op, 61968000.00 ns, 1.8468 ns/op
OverheadWarmup   6: 33554432 op, 58595200.00 ns, 1.7463 ns/op

OverheadActual   1: 33554432 op, 56511200.00 ns, 1.6842 ns/op
OverheadActual   2: 33554432 op, 62094500.00 ns, 1.8506 ns/op
OverheadActual   3: 33554432 op, 59280500.00 ns, 1.7667 ns/op
OverheadActual   4: 33554432 op, 64414500.00 ns, 1.9197 ns/op
OverheadActual   5: 33554432 op, 60763900.00 ns, 1.8109 ns/op
OverheadActual   6: 33554432 op, 70079500.00 ns, 2.0885 ns/op
OverheadActual   7: 33554432 op, 57515400.00 ns, 1.7141 ns/op
OverheadActual   8: 33554432 op, 62151500.00 ns, 1.8523 ns/op
OverheadActual   9: 33554432 op, 64898100.00 ns, 1.9341 ns/op
OverheadActual  10: 33554432 op, 58916700.00 ns, 1.7559 ns/op
OverheadActual  11: 33554432 op, 61993100.00 ns, 1.8475 ns/op
OverheadActual  12: 33554432 op, 60337700.00 ns, 1.7982 ns/op
OverheadActual  13: 33554432 op, 63102300.00 ns, 1.8806 ns/op
OverheadActual  14: 33554432 op, 63564200.00 ns, 1.8944 ns/op
OverheadActual  15: 33554432 op, 58301400.00 ns, 1.7375 ns/op

WorkloadWarmup   1: 33554432 op, 1018900800.00 ns, 30.3656 ns/op
WorkloadWarmup   2: 33554432 op, 1049804800.00 ns, 31.2866 ns/op
WorkloadWarmup   3: 33554432 op, 1198214400.00 ns, 35.7096 ns/op
WorkloadWarmup   4: 33554432 op, 1266877500.00 ns, 37.7559 ns/op
WorkloadWarmup   5: 33554432 op, 1182682900.00 ns, 35.2467 ns/op
WorkloadWarmup   6: 33554432 op, 1147327900.00 ns, 34.1930 ns/op
WorkloadWarmup   7: 33554432 op, 1165561600.00 ns, 34.7364 ns/op
WorkloadWarmup   8: 33554432 op, 1024749800.00 ns, 30.5399 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 1030922800.00 ns, 30.7239 ns/op
WorkloadActual   2: 33554432 op, 1096121700.00 ns, 32.6670 ns/op
WorkloadActual   3: 33554432 op, 1355147500.00 ns, 40.3865 ns/op
WorkloadActual   4: 33554432 op, 1317394400.00 ns, 39.2614 ns/op
WorkloadActual   5: 33554432 op, 1136523400.00 ns, 33.8710 ns/op
WorkloadActual   6: 33554432 op, 1018693800.00 ns, 30.3594 ns/op
WorkloadActual   7: 33554432 op, 1007165600.00 ns, 30.0159 ns/op
WorkloadActual   8: 33554432 op, 963766100.00 ns, 28.7225 ns/op
WorkloadActual   9: 33554432 op, 969708800.00 ns, 28.8996 ns/op
WorkloadActual  10: 33554432 op, 1061662700.00 ns, 31.6400 ns/op
WorkloadActual  11: 33554432 op, 1097367200.00 ns, 32.7041 ns/op
WorkloadActual  12: 33554432 op, 989548900.00 ns, 29.4909 ns/op
WorkloadActual  13: 33554432 op, 1072700900.00 ns, 31.9690 ns/op
WorkloadActual  14: 33554432 op, 1342268900.00 ns, 40.0027 ns/op
WorkloadActual  15: 33554432 op, 1212808400.00 ns, 36.1445 ns/op
WorkloadActual  16: 33554432 op, 1476328800.00 ns, 43.9980 ns/op
WorkloadActual  17: 33554432 op, 1489916200.00 ns, 44.4030 ns/op
WorkloadActual  18: 33554432 op, 1523440300.00 ns, 45.4021 ns/op
WorkloadActual  19: 33554432 op, 1208518700.00 ns, 36.0167 ns/op
WorkloadActual  20: 33554432 op, 1145960300.00 ns, 34.1523 ns/op
WorkloadActual  21: 33554432 op, 1211755100.00 ns, 36.1131 ns/op
WorkloadActual  22: 33554432 op, 1157785900.00 ns, 34.5047 ns/op
WorkloadActual  23: 33554432 op, 1103251900.00 ns, 32.8795 ns/op
WorkloadActual  24: 33554432 op, 1115656200.00 ns, 33.2491 ns/op
WorkloadActual  25: 33554432 op, 1121455500.00 ns, 33.4220 ns/op
WorkloadActual  26: 33554432 op, 1175844800.00 ns, 35.0429 ns/op
WorkloadActual  27: 33554432 op, 1345234400.00 ns, 40.0911 ns/op
WorkloadActual  28: 33554432 op, 1104256100.00 ns, 32.9094 ns/op
WorkloadActual  29: 33554432 op, 1033990000.00 ns, 30.8153 ns/op
WorkloadActual  30: 33554432 op, 1003902100.00 ns, 29.9186 ns/op
WorkloadActual  31: 33554432 op, 1000056600.00 ns, 29.8040 ns/op
WorkloadActual  32: 33554432 op, 967628400.00 ns, 28.8376 ns/op
WorkloadActual  33: 33554432 op, 994358100.00 ns, 29.6342 ns/op
WorkloadActual  34: 33554432 op, 965986400.00 ns, 28.7886 ns/op
WorkloadActual  35: 33554432 op, 993751200.00 ns, 29.6161 ns/op
WorkloadActual  36: 33554432 op, 1031745200.00 ns, 30.7484 ns/op
WorkloadActual  37: 33554432 op, 1117369100.00 ns, 33.3002 ns/op
WorkloadActual  38: 33554432 op, 1075366400.00 ns, 32.0484 ns/op
WorkloadActual  39: 33554432 op, 1070935900.00 ns, 31.9164 ns/op
WorkloadActual  40: 33554432 op, 1083508700.00 ns, 32.2911 ns/op
WorkloadActual  41: 33554432 op, 1165358200.00 ns, 34.7304 ns/op
WorkloadActual  42: 33554432 op, 1077939900.00 ns, 32.1251 ns/op
WorkloadActual  43: 33554432 op, 1114341100.00 ns, 33.2100 ns/op
WorkloadActual  44: 33554432 op, 1111228300.00 ns, 33.1172 ns/op
WorkloadActual  45: 33554432 op, 1037994800.00 ns, 30.9347 ns/op
WorkloadActual  46: 33554432 op, 1077611600.00 ns, 32.1153 ns/op
WorkloadActual  47: 33554432 op, 1195342100.00 ns, 35.6240 ns/op
WorkloadActual  48: 33554432 op, 1358100100.00 ns, 40.4745 ns/op
WorkloadActual  49: 33554432 op, 1370986500.00 ns, 40.8586 ns/op
WorkloadActual  50: 33554432 op, 1342204800.00 ns, 40.0008 ns/op
WorkloadActual  51: 33554432 op, 1524748400.00 ns, 45.4410 ns/op
WorkloadActual  52: 33554432 op, 1327569400.00 ns, 39.5647 ns/op
WorkloadActual  53: 33554432 op, 1246088500.00 ns, 37.1363 ns/op
WorkloadActual  54: 33554432 op, 1282683200.00 ns, 38.2269 ns/op
WorkloadActual  55: 33554432 op, 1254960400.00 ns, 37.4007 ns/op
WorkloadActual  56: 33554432 op, 1016759400.00 ns, 30.3018 ns/op
WorkloadActual  57: 33554432 op, 944861600.00 ns, 28.1591 ns/op
WorkloadActual  58: 33554432 op, 955705800.00 ns, 28.4823 ns/op
WorkloadActual  59: 33554432 op, 968463400.00 ns, 28.8625 ns/op
WorkloadActual  60: 33554432 op, 972255700.00 ns, 28.9755 ns/op
WorkloadActual  61: 33554432 op, 1083589400.00 ns, 32.2935 ns/op
WorkloadActual  62: 33554432 op, 1066754300.00 ns, 31.7918 ns/op
WorkloadActual  63: 33554432 op, 1256477900.00 ns, 37.4460 ns/op
WorkloadActual  64: 33554432 op, 1284438800.00 ns, 38.2793 ns/op
WorkloadActual  65: 33554432 op, 1123847600.00 ns, 33.4933 ns/op
WorkloadActual  66: 33554432 op, 952986400.00 ns, 28.4012 ns/op
WorkloadActual  67: 33554432 op, 942450700.00 ns, 28.0872 ns/op
WorkloadActual  68: 33554432 op, 948197400.00 ns, 28.2585 ns/op
WorkloadActual  69: 33554432 op, 935156600.00 ns, 27.8698 ns/op
WorkloadActual  70: 33554432 op, 933957300.00 ns, 27.8341 ns/op
WorkloadActual  71: 33554432 op, 960771400.00 ns, 28.6332 ns/op
WorkloadActual  72: 33554432 op, 986076000.00 ns, 29.3874 ns/op
WorkloadActual  73: 33554432 op, 1052310300.00 ns, 31.3613 ns/op
WorkloadActual  74: 33554432 op, 1148690800.00 ns, 34.2337 ns/op
WorkloadActual  75: 33554432 op, 1154645900.00 ns, 34.4111 ns/op
WorkloadActual  76: 33554432 op, 1131106800.00 ns, 33.7096 ns/op
WorkloadActual  77: 33554432 op, 1128143000.00 ns, 33.6213 ns/op
WorkloadActual  78: 33554432 op, 1032615900.00 ns, 30.7744 ns/op
WorkloadActual  79: 33554432 op, 1046389400.00 ns, 31.1848 ns/op
WorkloadActual  80: 33554432 op, 914244900.00 ns, 27.2466 ns/op
WorkloadActual  81: 33554432 op, 940369900.00 ns, 28.0252 ns/op
WorkloadActual  82: 33554432 op, 943531900.00 ns, 28.1194 ns/op
WorkloadActual  83: 33554432 op, 919477600.00 ns, 27.4026 ns/op
WorkloadActual  84: 33554432 op, 1016680800.00 ns, 30.2994 ns/op
WorkloadActual  85: 33554432 op, 938878000.00 ns, 27.9807 ns/op
WorkloadActual  86: 33554432 op, 950379400.00 ns, 28.3235 ns/op
WorkloadActual  87: 33554432 op, 928970400.00 ns, 27.6855 ns/op
WorkloadActual  88: 33554432 op, 955108600.00 ns, 28.4645 ns/op
WorkloadActual  89: 33554432 op, 920979500.00 ns, 27.4473 ns/op
WorkloadActual  90: 33554432 op, 988252300.00 ns, 29.4522 ns/op
WorkloadActual  91: 33554432 op, 1282546200.00 ns, 38.2229 ns/op
WorkloadActual  92: 33554432 op, 1240038100.00 ns, 36.9560 ns/op
WorkloadActual  93: 33554432 op, 1169402500.00 ns, 34.8509 ns/op
WorkloadActual  94: 33554432 op, 1161486800.00 ns, 34.6150 ns/op
WorkloadActual  95: 33554432 op, 1064306300.00 ns, 31.7188 ns/op
WorkloadActual  96: 33554432 op, 1053432400.00 ns, 31.3947 ns/op
WorkloadActual  97: 33554432 op, 1147526400.00 ns, 34.1990 ns/op
WorkloadActual  98: 33554432 op, 974347800.00 ns, 29.0378 ns/op
WorkloadActual  99: 33554432 op, 1076537300.00 ns, 32.0833 ns/op
WorkloadActual  100: 33554432 op, 974402300.00 ns, 29.0395 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 968929700.00 ns, 28.8764 ns/op
WorkloadResult   2: 33554432 op, 1034128600.00 ns, 30.8194 ns/op
WorkloadResult   3: 33554432 op, 1293154400.00 ns, 38.5390 ns/op
WorkloadResult   4: 33554432 op, 1255401300.00 ns, 37.4139 ns/op
WorkloadResult   5: 33554432 op, 1074530300.00 ns, 32.0235 ns/op
WorkloadResult   6: 33554432 op, 956700700.00 ns, 28.5119 ns/op
WorkloadResult   7: 33554432 op, 945172500.00 ns, 28.1683 ns/op
WorkloadResult   8: 33554432 op, 901773000.00 ns, 26.8749 ns/op
WorkloadResult   9: 33554432 op, 907715700.00 ns, 27.0520 ns/op
WorkloadResult  10: 33554432 op, 999669600.00 ns, 29.7925 ns/op
WorkloadResult  11: 33554432 op, 1035374100.00 ns, 30.8566 ns/op
WorkloadResult  12: 33554432 op, 927555800.00 ns, 27.6433 ns/op
WorkloadResult  13: 33554432 op, 1010707800.00 ns, 30.1214 ns/op
WorkloadResult  14: 33554432 op, 1280275800.00 ns, 38.1552 ns/op
WorkloadResult  15: 33554432 op, 1150815300.00 ns, 34.2970 ns/op
WorkloadResult  16: 33554432 op, 1146525600.00 ns, 34.1691 ns/op
WorkloadResult  17: 33554432 op, 1083967200.00 ns, 32.3047 ns/op
WorkloadResult  18: 33554432 op, 1149762000.00 ns, 34.2656 ns/op
WorkloadResult  19: 33554432 op, 1095792800.00 ns, 32.6572 ns/op
WorkloadResult  20: 33554432 op, 1041258800.00 ns, 31.0319 ns/op
WorkloadResult  21: 33554432 op, 1053663100.00 ns, 31.4016 ns/op
WorkloadResult  22: 33554432 op, 1059462400.00 ns, 31.5744 ns/op
WorkloadResult  23: 33554432 op, 1113851700.00 ns, 33.1954 ns/op
WorkloadResult  24: 33554432 op, 1283241300.00 ns, 38.2436 ns/op
WorkloadResult  25: 33554432 op, 1042263000.00 ns, 31.0619 ns/op
WorkloadResult  26: 33554432 op, 971996900.00 ns, 28.9678 ns/op
WorkloadResult  27: 33554432 op, 941909000.00 ns, 28.0711 ns/op
WorkloadResult  28: 33554432 op, 938063500.00 ns, 27.9565 ns/op
WorkloadResult  29: 33554432 op, 905635300.00 ns, 26.9900 ns/op
WorkloadResult  30: 33554432 op, 932365000.00 ns, 27.7866 ns/op
WorkloadResult  31: 33554432 op, 903993300.00 ns, 26.9411 ns/op
WorkloadResult  32: 33554432 op, 931758100.00 ns, 27.7686 ns/op
WorkloadResult  33: 33554432 op, 969752100.00 ns, 28.9009 ns/op
WorkloadResult  34: 33554432 op, 1055376000.00 ns, 31.4527 ns/op
WorkloadResult  35: 33554432 op, 1013373300.00 ns, 30.2009 ns/op
WorkloadResult  36: 33554432 op, 1008942800.00 ns, 30.0688 ns/op
WorkloadResult  37: 33554432 op, 1021515600.00 ns, 30.4435 ns/op
WorkloadResult  38: 33554432 op, 1103365100.00 ns, 32.8828 ns/op
WorkloadResult  39: 33554432 op, 1015946800.00 ns, 30.2776 ns/op
WorkloadResult  40: 33554432 op, 1052348000.00 ns, 31.3624 ns/op
WorkloadResult  41: 33554432 op, 1049235200.00 ns, 31.2696 ns/op
WorkloadResult  42: 33554432 op, 976001700.00 ns, 29.0871 ns/op
WorkloadResult  43: 33554432 op, 1015618500.00 ns, 30.2678 ns/op
WorkloadResult  44: 33554432 op, 1133349000.00 ns, 33.7764 ns/op
WorkloadResult  45: 33554432 op, 1296107000.00 ns, 38.6270 ns/op
WorkloadResult  46: 33554432 op, 1308993400.00 ns, 39.0110 ns/op
WorkloadResult  47: 33554432 op, 1280211700.00 ns, 38.1533 ns/op
WorkloadResult  48: 33554432 op, 1265576300.00 ns, 37.7171 ns/op
WorkloadResult  49: 33554432 op, 1184095400.00 ns, 35.2888 ns/op
WorkloadResult  50: 33554432 op, 1220690100.00 ns, 36.3794 ns/op
WorkloadResult  51: 33554432 op, 1192967300.00 ns, 35.5532 ns/op
WorkloadResult  52: 33554432 op, 954766300.00 ns, 28.4543 ns/op
WorkloadResult  53: 33554432 op, 882868500.00 ns, 26.3115 ns/op
WorkloadResult  54: 33554432 op, 893712700.00 ns, 26.6347 ns/op
WorkloadResult  55: 33554432 op, 906470300.00 ns, 27.0149 ns/op
WorkloadResult  56: 33554432 op, 910262600.00 ns, 27.1279 ns/op
WorkloadResult  57: 33554432 op, 1021596300.00 ns, 30.4459 ns/op
WorkloadResult  58: 33554432 op, 1004761200.00 ns, 29.9442 ns/op
WorkloadResult  59: 33554432 op, 1194484800.00 ns, 35.5984 ns/op
WorkloadResult  60: 33554432 op, 1222445700.00 ns, 36.4317 ns/op
WorkloadResult  61: 33554432 op, 1061854500.00 ns, 31.6457 ns/op
WorkloadResult  62: 33554432 op, 890993300.00 ns, 26.5537 ns/op
WorkloadResult  63: 33554432 op, 880457600.00 ns, 26.2397 ns/op
WorkloadResult  64: 33554432 op, 886204300.00 ns, 26.4109 ns/op
WorkloadResult  65: 33554432 op, 873163500.00 ns, 26.0223 ns/op
WorkloadResult  66: 33554432 op, 871964200.00 ns, 25.9866 ns/op
WorkloadResult  67: 33554432 op, 898778300.00 ns, 26.7857 ns/op
WorkloadResult  68: 33554432 op, 924082900.00 ns, 27.5398 ns/op
WorkloadResult  69: 33554432 op, 990317200.00 ns, 29.5138 ns/op
WorkloadResult  70: 33554432 op, 1086697700.00 ns, 32.3861 ns/op
WorkloadResult  71: 33554432 op, 1092652800.00 ns, 32.5636 ns/op
WorkloadResult  72: 33554432 op, 1069113700.00 ns, 31.8621 ns/op
WorkloadResult  73: 33554432 op, 1066149900.00 ns, 31.7737 ns/op
WorkloadResult  74: 33554432 op, 970622800.00 ns, 28.9268 ns/op
WorkloadResult  75: 33554432 op, 984396300.00 ns, 29.3373 ns/op
WorkloadResult  76: 33554432 op, 852251800.00 ns, 25.3991 ns/op
WorkloadResult  77: 33554432 op, 878376800.00 ns, 26.1777 ns/op
WorkloadResult  78: 33554432 op, 881538800.00 ns, 26.2719 ns/op
WorkloadResult  79: 33554432 op, 857484500.00 ns, 25.5550 ns/op
WorkloadResult  80: 33554432 op, 954687700.00 ns, 28.4519 ns/op
WorkloadResult  81: 33554432 op, 876884900.00 ns, 26.1332 ns/op
WorkloadResult  82: 33554432 op, 888386300.00 ns, 26.4760 ns/op
WorkloadResult  83: 33554432 op, 866977300.00 ns, 25.8379 ns/op
WorkloadResult  84: 33554432 op, 893115500.00 ns, 26.6169 ns/op
WorkloadResult  85: 33554432 op, 858986400.00 ns, 25.5998 ns/op
WorkloadResult  86: 33554432 op, 926259200.00 ns, 27.6047 ns/op
WorkloadResult  87: 33554432 op, 1220553100.00 ns, 36.3753 ns/op
WorkloadResult  88: 33554432 op, 1178045000.00 ns, 35.1085 ns/op
WorkloadResult  89: 33554432 op, 1107409400.00 ns, 33.0034 ns/op
WorkloadResult  90: 33554432 op, 1099493700.00 ns, 32.7675 ns/op
WorkloadResult  91: 33554432 op, 1002313200.00 ns, 29.8713 ns/op
WorkloadResult  92: 33554432 op, 991439300.00 ns, 29.5472 ns/op
WorkloadResult  93: 33554432 op, 1085533300.00 ns, 32.3514 ns/op
WorkloadResult  94: 33554432 op, 912354700.00 ns, 27.1903 ns/op
WorkloadResult  95: 33554432 op, 1014544200.00 ns, 30.2358 ns/op
WorkloadResult  96: 33554432 op, 912409200.00 ns, 27.1919 ns/op
// GC:  285 0 0 1342177784 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 5584 has exited with code 0.

Mean = 30.516 ns, StdErr = 0.376 ns (1.23%), N = 96, StdDev = 3.687 ns
Min = 25.399 ns, Q1 = 27.192 ns, Median = 30.095 ns, Q3 = 32.587 ns, Max = 39.011 ns
IQR = 5.395 ns, LowerFence = 19.098 ns, UpperFence = 40.680 ns
ConfidenceInterval = [29.238 ns; 31.794 ns] (CI 99.9%), Margin = 1.278 ns (4.19% of Mean)
Skewness = 0.65, Kurtosis = 2.47, MValue = 2.93

// ** Remained 1 (50,0%) benchmark(s) to run. Estimated finish 2023-04-08 20:32 (0h 2m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Wysoka wydajność)
// **************************
// Benchmark: OrderService.FirstOrDefault: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 90eae7c1-639f-4867-b383-c1ed1733c0eb.dll --anonymousPipes 1220 1400 --benchmarkName FirstVsSingle.OrderService.FirstOrDefault --job Default --benchmarkId 1 in D:\Nauka\Repos\EntityFramework-7\EntityFrameworkNews\FirstVsSingle\bin\Release\net7.0\90eae7c1-639f-4867-b383-c1ed1733c0eb\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 525100.00 ns, 525.1000 us/op
WorkloadJitting  1: 1 op, 446800.00 ns, 446.8000 us/op

OverheadJitting  2: 16 op, 242400.00 ns, 15.1500 us/op
WorkloadJitting  2: 16 op, 788600.00 ns, 49.2875 us/op

WorkloadPilot    1: 16 op, 3600.00 ns, 225.0000 ns/op
WorkloadPilot    2: 32 op, 4000.00 ns, 125.0000 ns/op
WorkloadPilot    3: 64 op, 4700.00 ns, 73.4375 ns/op
WorkloadPilot    4: 128 op, 7700.00 ns, 60.1563 ns/op
WorkloadPilot    5: 256 op, 18700.00 ns, 73.0469 ns/op
WorkloadPilot    6: 512 op, 190500.00 ns, 372.0703 ns/op
WorkloadPilot    7: 1024 op, 82800.00 ns, 80.8594 ns/op
WorkloadPilot    8: 2048 op, 113700.00 ns, 55.5176 ns/op
WorkloadPilot    9: 4096 op, 235900.00 ns, 57.5928 ns/op
WorkloadPilot   10: 8192 op, 483500.00 ns, 59.0210 ns/op
WorkloadPilot   11: 16384 op, 922100.00 ns, 56.2805 ns/op
WorkloadPilot   12: 32768 op, 1704800.00 ns, 52.0264 ns/op
WorkloadPilot   13: 65536 op, 5022200.00 ns, 76.6327 ns/op
WorkloadPilot   14: 131072 op, 7411900.00 ns, 56.5483 ns/op
WorkloadPilot   15: 262144 op, 15781400.00 ns, 60.2013 ns/op
WorkloadPilot   16: 524288 op, 35479700.00 ns, 67.6722 ns/op
WorkloadPilot   17: 1048576 op, 64159400.00 ns, 61.1872 ns/op
WorkloadPilot   18: 2097152 op, 70525000.00 ns, 33.6289 ns/op
WorkloadPilot   19: 4194304 op, 127894900.00 ns, 30.4925 ns/op
WorkloadPilot   20: 8388608 op, 239743500.00 ns, 28.5797 ns/op
WorkloadPilot   21: 16777216 op, 442330500.00 ns, 26.3650 ns/op
WorkloadPilot   22: 33554432 op, 879705300.00 ns, 26.2173 ns/op

OverheadWarmup   1: 33554432 op, 77908200.00 ns, 2.3218 ns/op
OverheadWarmup   2: 33554432 op, 81171200.00 ns, 2.4191 ns/op
OverheadWarmup   3: 33554432 op, 87570700.00 ns, 2.6098 ns/op
OverheadWarmup   4: 33554432 op, 62181300.00 ns, 1.8531 ns/op
OverheadWarmup   5: 33554432 op, 58430100.00 ns, 1.7414 ns/op
OverheadWarmup   6: 33554432 op, 56331900.00 ns, 1.6788 ns/op
OverheadWarmup   7: 33554432 op, 61563200.00 ns, 1.8347 ns/op
OverheadWarmup   8: 33554432 op, 61655300.00 ns, 1.8375 ns/op
OverheadWarmup   9: 33554432 op, 60239600.00 ns, 1.7953 ns/op

OverheadActual   1: 33554432 op, 58181300.00 ns, 1.7339 ns/op
OverheadActual   2: 33554432 op, 63005600.00 ns, 1.8777 ns/op
OverheadActual   3: 33554432 op, 60901800.00 ns, 1.8150 ns/op
OverheadActual   4: 33554432 op, 61237300.00 ns, 1.8250 ns/op
OverheadActual   5: 33554432 op, 63256300.00 ns, 1.8852 ns/op
OverheadActual   6: 33554432 op, 63067000.00 ns, 1.8795 ns/op
OverheadActual   7: 33554432 op, 55529400.00 ns, 1.6549 ns/op
OverheadActual   8: 33554432 op, 59458200.00 ns, 1.7720 ns/op
OverheadActual   9: 33554432 op, 56548000.00 ns, 1.6853 ns/op
OverheadActual  10: 33554432 op, 55514900.00 ns, 1.6545 ns/op
